University Id;Faculty Id;Department Id;Deparment Name;Language;Score Type
1065;;106510090;Psikoloji (İngilizce);İngilizce;EA
1065;;106510089;Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce);İngilizce;EA
1065;;106510014;Mimarlık (İngilizce);İngilizce;SAY
1065;;106510077;Bilgisayar Mühendisliği (İngilizce);İngilizce;SAY
1065;;106510098;Bilgisayar Mühendisliği (İngilizce) (KKTC Uyruklu);İngilizce;SAY
1065;;106510068;Elektrik-Elektronik Mühendisliği (İngilizce);İngilizce;SAY
1065;;106510023;Endüstri Mühendisliği (İngilizce);İngilizce;SAY
1065;;106510032;İnşaat Mühendisliği (İngilizce);İngilizce;SAY
1065;;106510041;Makine Mühendisliği (İngilizce);İngilizce;SAY
1065;;106510105;Malzeme Bilimi ve Nanoteknoloji Mühendisliği (İngilizce);İngilizce;SAY
1065;;106510087;Biyomühendislik (İngilizce);İngilizce;SAY
1065;;106510086;Moleküler Biyoloji ve Genetik (İngilizce);İngilizce;SAY
1065;;106510091;Moleküler Biyoloji ve Genetik (İngilizce) (KKTC Uyruklu);İngilizce;SAY
1065;;106510088;Ekonomi (İngilizce);İngilizce;EA
1065;;106510059;İşletme (İngilizce);İngilizce;EA
2001;;200110283;Eczacılık (İngilizce) (%50 İndirimli);İngilizce;SAY
2001;;200110274;Eczacılık (İngilizce) (Burslu);İngilizce;SAY
2001;;200110265;Eczacılık (İngilizce) (Ücretli);İngilizce;SAY
2001;;200190040;Psikoloji (%25 İndirimli);Türkçe;EA
2001;;200110123;Psikoloji (Burslu);Türkçe;EA
2001;;200190052;Psikoloji (İngilizce) (%25 İndirimli);İngilizce;EA
2001;;200190051;Psikoloji (İngilizce) (Burslu);İngilizce;EA
2001;;200190050;Psikoloji (İngilizce) (Ücretli);İngilizce;EA
2001;;200110114;Psikoloji (Ücretli);Türkçe;EA
2001;;200190027;Sosyoloji (%50 İndirimli);Türkçe;EA
2001;;200190026;Sosyoloji (Burslu);Türkçe;EA
2001;;200190102;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli);İngilizce;SAY
2001;;200190095;Bilgisayar Mühendisliği (İngilizce) (Burslu);İngilizce;SAY
2001;;200190116;Biyomedikal Mühendisliği (İngilizce) (%50 İndirimli);İngilizce;SAY
2001;;200190109;Biyomedikal Mühendisliği (İngilizce) (Burslu);İngilizce;SAY
2001;;200190130;Moleküler Biyoloji ve Genetik (İngilizce) (%50 İndirimli);İngilizce;SAY
2001;;200190123;Moleküler Biyoloji ve Genetik (İngilizce) (Burslu);İngilizce;SAY
2001;;200110168;Beslenme ve Diyetetik (%25 İndirimli);Türkçe;SAY
2001;;200110141;Beslenme ve Diyetetik (Burslu);Türkçe;SAY
2001;;200190057;Beslenme ve Diyetetik (İngilizce) (%25 İndirimli);İngilizce;SAY
2001;;200190056;Beslenme ve Diyetetik (İngilizce) (Burslu);İngilizce;SAY
2001;;200190137;Fizyoterapi ve Rehabilitasyon (%50 İndirimli);Türkçe;SAY
2001;;200110044;Fizyoterapi ve Rehabilitasyon (Burslu);Türkçe;SAY
2001;;200110159;Hemşirelik (%50 İndirimli);Türkçe;SAY
2001;;200110053;Hemşirelik (Burslu);Türkçe;SAY
2001;;200190054;Hemşirelik (İngilizce) (%50 İndirimli);İngilizce;SAY
2001;;200190053;Hemşirelik (İngilizce) (Burslu);İngilizce;SAY
2001;;200110177;Sağlık Yönetimi (%50 İndirimli);Türkçe;EA
2001;;200110026;Sağlık Yönetimi (Burslu);Türkçe;EA
2001;;200190144;Tıp (İngilizce) (%50 İndirimli);İngilizce;SAY
2001;;200110071;Tıp (İngilizce) (Burslu);İngilizce;SAY
3014;;301410036;Diş Hekimliği (%25 İndirimli);Türkçe;SAY
3014;;301410035;Diş Hekimliği (Burslu);Türkçe;SAY
3014;;301410059;İngilizce Öğretmenliği (İngilizce) (%25 İndirimli);İngilizce;DİL
3014;;301410015;İngilizce Öğretmenliği (İngilizce) (Burslu);İngilizce;DİL
3014;;301410038;Hukuk (%50 İndirimli);Türkçe;EA
3014;;301410027;Hukuk (Burslu);Türkçe;EA
3014;;301410073;Yazılım Mühendisliği (İngilizce) (%25 İndirimli);İngilizce;SAY
3014;;301410066;Yazılım Mühendisliği (İngilizce) (Burslu);İngilizce;SAY
1104;;110410307;Bilgi Güvenliği Teknolojisi;Türkçe;SAY
1104;;110410244;Bilgisayar Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410314;Bilişim Sistemleri ve Teknolojileri;Türkçe;SAY
1104;;110410321;Veri Bilimi ve Analitiği (İngilizce);İngilizce;SAY
1104;;110410258;Yapay Zeka Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410328;Yapay Zeka Mühendisliği (İngilizce) (KKTC Uyruklu);İngilizce;SAY
1104;;110410251;Yazılım Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410223;Havacılık ve Uzay Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410229;Havacılık ve Uzay Mühendisliği (İngilizce) (KKTC Uyruklu);İngilizce;SAY
1104;;110410227;İngilizce Mütercim ve Tercümanlık;İngilizce;DİL
1104;;110410265;Psikoloji (İngilizce);İngilizce;EA
1104;;110410213;İşletme (İngilizce);İngilizce;EA
1104;;110410237;Turizm İşletmeciliği (İngilizce);İngilizce;EA
1104;;110410228;Uluslararası Ticaret ve Finansman (İngilizce);İngilizce;EA
1104;;110410028;Yönetim Bilişim Sistemleri (İngilizce);İngilizce;EA
1104;;110410335;Mimarlık (İngilizce);İngilizce;SAY
1104;;110410019;Elektrik-Elektronik Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410037;Endüstri Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410225;Enerji Sistemleri Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410342;Gıda Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410046;İnşaat Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410073;Makine Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410272;Malzeme Bilimi ve Mühendisliği (İngilizce);İngilizce;SAY
1104;;110410222;Siyaset Bilimi ve Kamu Yönetimi (İngilizce);İngilizce;EA
1104;;110410226;Uluslararası İlişkiler (İngilizce);İngilizce;EA
1002;;100210362;Diş Hekimliği;Türkçe;SAY
1002;;100210353;Eczacılık;Türkçe;SAY
1002;;100210283;Arapça Öğretmenliği;Türkçe;DİL
1002;;100210017;Fen Bilgisi Öğretmenliği;Türkçe;SAY
1002;;100210026;İlköğretim Matematik Öğretmenliği;Türkçe;SAY
1002;;100210098;Okul Öncesi Öğretmenliği;Türkçe;SÖZ
1002;;100290069;Özel Eğitim Öğretmenliği;Türkçe;SÖZ
1002;;100210105;Rehberlik ve Psikolojik Danışmanlık;Türkçe;EA
1002;;100210035;Sınıf Öğretmenliği;Türkçe;EA
1002;;100210044;Sosyal Bilgiler Öğretmenliği;Türkçe;SÖZ
1002;;100210114;Türkçe Öğretmenliği;Türkçe;SÖZ
1002;;100210317;Arkeoloji;Türkçe;EA
1002;;100210177;Biyoloji;Türkçe;SAY
1002;;100290057;İngiliz Dili ve Edebiyatı (İngilizce);İngilizce;DİL
1002;;100210053;Matematik;Türkçe;SAY
1002;;100210132;Sanat Tarihi;Türkçe;SÖZ
1002;;100210141;Sosyoloji;Türkçe;EA
1002;;100210186;Tarih;Türkçe;SÖZ
1002;;100210062;Türk Dili ve Edebiyatı;Türkçe;SÖZ
1002;;100210195;İktisat;Türkçe;EA
1002;;100210202;İşletme;Türkçe;EA
1002;;100290058;İşletme (Besni);Türkçe;EA
1002;;100290086;Siyaset Bilimi ve Kamu Yönetimi;Türkçe;EA
1002;;100210371;İslami İlimler;Türkçe;SÖZ
1002;;100290087;İslami İlimler (M.T.O.K.);Türkçe;SÖZ
1002;;100290095;Bilgisayar Mühendisliği;Türkçe;SAY
1002;;100210326;Elektrik-Elektronik Mühendisliği;Türkçe;SAY
1002;;100210308;İnşaat Mühendisliği;Türkçe;SAY
1002;;100290060;Tekstil Mühendisliği (Besni);Türkçe;SAY
1002;;100210071;Ebelik;Türkçe;SAY
1002;;100290165;Ebelik (Besni);Türkçe;SAY
1002;;100210089;Hemşirelik;Türkçe;SAY
1002;;100290172;Hemşirelik (Besni);Türkçe;SAY
1002;;100210168;Tıp;Türkçe;SAY
1002;;100290179;Gastronomi ve Mutfak Sanatları;Türkçe;SÖZ
1002;;100290059;Turizm Rehberliği;Türkçe;DİL
1002;;100290088;Bitki Koruma;Türkçe;SAY
1004;;100490215;Bankacılık ve Sigortacılık;Türkçe;EA
1004;;100490216;Lojistik Yönetimi;Türkçe;EA
1004;;100490218;Muhasebe ve Finans Yönetimi;Türkçe;EA
1004;;100490202;Endüstriyel Tasarım;Türkçe;SAY
1004;;100490203;Sigortacılık;Türkçe;EA
1004;;100410687;Fen Bilgisi Öğretmenliği;Türkçe;SAY
1004;;100410678;İlköğretim Matematik Öğretmenliği;Türkçe;SAY
1004;;100490219;İngilizce Öğretmenliği (İngilizce);İngilizce;DİL
1004;;100410015;Okul Öncesi Öğretmenliği;Türkçe;SÖZ
1004;;100490256;Özel Eğitim Öğretmenliği;Türkçe;SÖZ
1004;;100490249;Rehberlik ve Psikolojik Danışmanlık;Türkçe;EA
1004;;100410024;Sınıf Öğretmenliği;Türkçe;EA
1004;;100410033;Sosyal Bilgiler Öğretmenliği;Türkçe;SÖZ
1004;;100410042;Türkçe Öğretmenliği;Türkçe;SÖZ
1004;;100410069;Coğrafya;Türkçe;SÖZ
1004;;100410078;Çağdaş Türk Lehçeleri ve Edebiyatları;Türkçe;SÖZ
1004;;100410924;Felsefe;Türkçe;EA
1004;;100490277;İngilizce Mütercim ve Tercümanlık;İngilizce;DİL
1004;;100410103;Kimya;Türkçe;SAY
1004;;100410112;Matematik;Türkçe;SAY
1004;;100410809;Moleküler Biyoloji ve Genetik;Türkçe;SAY
1004;;100490197;Psikoloji;Türkçe;EA
1004;;100490220;Sanat Tarihi;Türkçe;SÖZ
1004;;100410121;Sosyoloji;Türkçe;EA
1004;;100410139;Tarih;Türkçe;SÖZ
1004;;100410148;Türk Dili ve Edebiyatı;Türkçe;SÖZ
1004;;100410784;İç Mimarlık ve Çevre Tasarımı;Türkçe;EA
1004;;100490212;İç Mimarlık ve Çevre Tasarımı (KKTC Uyruklu);Türkçe;EA
1004;;100410157;Sinema ve Televizyon;Türkçe;SÖZ
1004;;100410836;Hukuk;Türkçe;EA
1004;;100410166;İktisat;Türkçe;EA
1004;;100410175;İşletme;Türkçe;EA
1004;;100410184;İşletme (İngilizce);İngilizce;EA
1004;;100410193;Maliye;Türkçe;EA
1004;;100410978;Siyaset Bilimi ve Kamu Yönetimi;Türkçe;EA
1004;;100490204;Uluslararası Ticaret ve Finansman;Türkçe;EA
1004;;100490242;Yönetim Bilişim Sistemleri;Türkçe;EA
1004;;100490284;İlahiyat;Türkçe;SÖZ
1004;;100490291;İlahiyat (M.T.O.K.);Türkçe;SÖZ
1004;;100490222;Bilgisayar Mühendisliği;Türkçe;SAY
1004;;100410696;Biyomedikal Mühendisliği;Türkçe;SAY
1004;;100410872;Biyomedikal Mühendisliği (KKTC Uyruklu);Türkçe;SAY
1004;;100410633;Elektrik Mühendisliği;Türkçe;SAY
1004;;100410218;Gıda Mühendisliği;Türkçe;SAY
1004;;100490298;Harita Mühendisliği;Türkçe;SAY
1004;;100410624;İnşaat Mühendisliği;Türkçe;SAY
1004;;100410493;Kimya Mühendisliği;Türkçe;SAY
1004;;100410236;Maden Mühendisliği;Türkçe;SAY
1004;;100490305;Yazılım Mühendisliği;Türkçe;SAY
1004;;100490191;Çocuk Gelişimi;Türkçe;EA
1004;;100410987;Sosyal Hizmet;Türkçe;EA
1004;;100410651;Elektrik-Elektronik Mühendisliği;Türkçe;SAY
1004;;100410669;Elektrik-Elektronik Mühendisliği (M.T.O.K.);Türkçe;SAY
1004;;100410615;Makine Mühendisliği;Türkçe;SAY
1004;;100410712;Mekatronik Mühendisliği;Türkçe;SAY
1004;;100410572;Metalurji ve Malzeme Mühendisliği;Türkçe;SAY
1004;;100410563;Metalurji ve Malzeme Mühendisliği (M.T.O.K.);Türkçe;SAY
1004;;100410599;Otomotiv Mühendisliği;Türkçe;SAY
1004;;100410827;Gastronomi ve Mutfak Sanatları;Türkçe;SÖZ
1004;;100410818;Turizm İşletmeciliği;Türkçe;EA
1004;;100410933;Turizm Rehberliği;Türkçe;DİL
1004;;100410324;Veteriner;Türkçe;SAY
1004;;100490213;Veteriner (KKTC Uyruklu);Türkçe;SAY
1126;;112690178;Diş Hekimliği;Türkçe;SAY
1126;;112690221;Eczacılık;Türkçe;SAY
1126;;112610554;Beslenme ve Diyetetik;Türkçe;SAY
1126;;112610509;Fizyoterapi ve Rehabilitasyon;Türkçe;SAY
1126;;112610333;Hemşirelik;Türkçe;SAY
1126;;112610942;Sağlık Yönetimi;Türkçe;EA
1126;;112610315;Tıp;Türkçe;SAY
1005;;100590120;Hayvansal Üretim ve Teknolojileri;Türkçe;SAY
1005;;100590155;Hayvansal Üretim ve Teknolojileri (KKTC UYRUKLU);Türkçe;SAY
1005;;100510235;Eczacılık;Türkçe;SAY
1005;;100590106;Fen Bilgisi Öğretmenliği;Türkçe;SAY
1005;;100510077;İlköğretim Matematik Öğretmenliği;Türkçe;SAY
1005;;100510086;Okul Öncesi Öğretmenliği;Türkçe;SÖZ
1005;;100510095;Rehberlik ve Psikolojik Danışmanlık;Türkçe;EA
1005;;100510023;Sınıf Öğretmenliği;Türkçe;EA
1005;;100510032;Sosyal Bilgiler Öğretmenliği;Türkçe;SÖZ
1005;;100510041;Türkçe Öğretmenliği;Türkçe;SÖZ
1005;;100510262;Coğrafya;Türkçe;SÖZ
1005;;100590075;İngiliz Dili ve Edebiyatı (İngilizce);İngilizce;DİL
1005;;100590162;İngilizce Mütercim ve Tercümanlık;İngilizce;DİL
1005;;100510174;Matematik;Türkçe;SAY
1005;;100590058;Moleküler Biyoloji ve Genetik;Türkçe;SAY
1005;;100590084;Psikoloji;Türkçe;EA
1005;;100510208;Rus Dili ve Edebiyatı;Türkçe;DİL
1005;;100590064;Sosyoloji;Türkçe;EA
1005;;100510138;Tarih;Türkçe;SÖZ
1005;;100510129;Türk Dili ve Edebiyatı;Türkçe;SÖZ
1005;;100590077;Halkla İlişkiler ve Reklamcılık;Türkçe;SÖZ
1005;;100510183;İşletme;Türkçe;EA
1005;;100510253;Siyaset Bilimi ve Kamu Yönetimi;Türkçe;EA
1005;;100510217;İslami İlimler;Türkçe;SÖZ
1005;;100590085;İslami İlimler (M.T.O.K.);Türkçe;SÖZ
1005;;100590078;Sosyal Hizmet;Türkçe;EA
1005;;100590127;Beslenme ve Diyetetik;Türkçe;SAY
1005;;100590141;Ebelik;Türkçe;SAY
1005;;100590148;Hemşirelik;Türkçe;SAY
1005;;100590061;Tıp;Türkçe;SAY
1005;;100590083;Gastronomi ve Mutfak Sanatları;Türkçe;SÖZ
3006;;300650208;Havacılık Yönetimi (İngilizce) (%50 İndirimli);İngilizce;EA
3006;;300650207;Havacılık Yönetimi (İngilizce) (Burslu);İngilizce;EA
3006;;300650219;Havacılık Yönetimi (İngilizce) (Ücretli);İngilizce;EA
3006;;300650206;İşletme (İngilizce) (%50 İndirimli);İngilizce;EA
3006;;300650205;İşletme (İngilizce) (Burslu);İngilizce;EA
3006;;300650226;İşletme (İngilizce) (Ücretli);İngilizce;EA
1007;;100710684;Diş Hekimliği;Türkçe;SAY
1007;;100710675;Alman Dili ve Edebiyatı;Türkçe;DİL
1007;;100710048;Arkeoloji;Türkçe;EA
1007;;100711037;Coğrafya;Türkçe;SÖZ
1007;;100710066;Eski Yunan Dili ve Edebiyatı;Türkçe;DİL
1007;;100710075;Felsefe;Türkçe;EA
1007;;100710754;İngiliz Dili ve Edebiyatı (İngilizce);İngilizce;DİL
1007;;100790419;Latin Dili ve Edebiyatı;Türkçe;DİL
1007;;100710878;Psikoloji;Türkçe;EA
1007;;100790417;Rus Dili ve Edebiyatı;Türkçe;DİL
1007;;100790539;Rus Dili ve Edebiyatı (KKTC Uyruklu);Türkçe;DİL
1007;;100710657;Sanat Tarihi;Türkçe;SÖZ
1007;;100710118;Sosyoloji;Türkçe;EA
1007;;100710127;Tarih;Türkçe;SÖZ
1007;;100710569;Türk Dili ve Edebiyatı;Türkçe;SÖZ
1007;;100710472;Fen Bilgisi Öğretmenliği;Türkçe;SAY
1007;;100710612;İlköğretim Matematik Öğretmenliği;Türkçe;SAY
1007;;100710012;İngilizce Öğretmenliği;İngilizce;DİL
1007;;100710021;Okul Öncesi Öğretmenliği;Türkçe;SÖZ
1007;;100790319;Özel Eğitim Öğretmenliği;Türkçe;SÖZ
1007;;100710833;Rehberlik ve Psikolojik Danışmanlık;Türkçe;EA
1007;;100710039;Sınıf Öğretmenliği;Türkçe;EA
1007;;100790602;Sınıf Öğretmenliği (KKTC UYRUKLU);Türkçe;EA
1007;;100710587;Sosyal Bilgiler Öğretmenliği;Türkçe;SÖZ
1007;;100710463;Türkçe Öğretmenliği;Türkçe;SÖZ
1007;;100710057;Biyoloji;Türkçe;SAY
1007;;100710084;Fizik;Türkçe;SAY
1007;;100790588;Fizik (KKTC Uyruklu);Türkçe;SAY
1007;;100710093;Kimya;Türkçe;SAY
1007;;100790574;Kimya (KKTC Uyruklu);Türkçe;SAY
1007;;100710109;Matematik;Türkçe;SAY
1007;;100710693;Uzay Bilimleri ve Teknolojileri;Türkçe;SAY
1007;;100710136;Sinema ve Televizyon;Türkçe;SÖZ
1007;;100710824;Hemşirelik;Türkçe;SAY
1007;;100710145;Hukuk;Türkçe;EA
1007;;100710578;Çalışma Ekonomisi ve Endüstri İlişkileri;Türkçe;EA
1007;;100710596;Ekonometri;Türkçe;EA
1007;;100710154;İktisat;Türkçe;EA
1007;;100710163;İşletme;Türkçe;EA
1007;;100710181;Maliye;Türkçe;EA
1007;;100711197;Siyaset Bilimi ve Kamu Yönetimi;Türkçe;EA
1007;;100710199;Uluslararası İlişkiler;Türkçe;EA
1007;;100710745;İlahiyat;Türkçe;SÖZ
1007;;100790530;İlahiyat (M.T.O.K.);Türkçe;SÖZ
1007;;100710445;Gazetecilik;Türkçe;SÖZ
1007;;100710206;Halkla İlişkiler ve Tanıtım;Türkçe;SÖZ
1007;;100790413;Reklamcılık;Türkçe;SÖZ
1007;;100790323;Denizcilik İşletmeleri Yönetimi;Türkçe;EA
1007;;100790330;Çocuk Gelişimi;Türkçe;EA
1007;;100711179;Hemşirelik;Türkçe;SAY
1007;;100790418;Sosyal Hizmet;Türkçe;EA
1007;;100790478;Yönetim Bilişim Sistemleri;Türkçe;EA
1007;;100711091;Gastronomi ve Mutfak Sanatları;Türkçe;SÖZ
1007;;100790327;Rekreasyon Yönetimi;Türkçe;SÖZ
1007;;100790329;Turizm İşletmeciliği;Türkçe;EA
1007;;100711204;Turizm Rehberliği;Türkçe;DİL
1007;;100711107;İç Mimarlık;Türkçe;SAY
1007;;100710648;Mimarlık;Türkçe;SAY
1007;;100710296;Peyzaj Mimarlığı;Türkçe;SAY
1007;;100711161;Şehir ve Bölge Planlama;Türkçe;SAY
1007;;100711046;Bilgisayar Mühendisliği (İngilizce);İngilizce;SAY
1007;;100790581;Bilgisayar Mühendisliği (İngilizce) (KKTC Uyruklu);İngilizce;SAY
1007;;100710224;Çevre Mühendisliği;Türkçe;SAY
1007;;100710436;Elektrik-Elektronik Mühendisliği;Türkçe;SAY
1007;;100790527;Elektrik-Elektronik Mühendisliği (KKTC Uyruklu);Türkçe;SAY
1007;;100710287;Gıda Mühendisliği;Türkçe;SAY
1007;;100710233;İnşaat Mühendisliği;Türkçe;SAY
1007;;100710242;Jeoloji Mühendisliği;Türkçe;SAY
1007;;100710251;Makine Mühendisliği;Türkçe;SAY
1007;;100790609;Yapay Zeka ve Veri Mühendisliği (İngilizce);İngilizce;SAY
1007;;100790320;Beslenme ve Diyetetik;Türkçe;SAY
1007;;100790531;Fizyoterapi ve Rehabilitasyon;Türkçe;SAY
1007;;100710603;Gerontoloji;Türkçe;SAY
1007;;100711188;Ekonomi ve Finans;Türkçe;EA
1007;;100790414;Turizm İşletmeciliği;Türkçe;EA
1007;;100710427;Su Ürünleri Mühendisliği;Türkçe;SAY
1007;;100710278;Tıp;Türkçe;SAY
1007;;100710815;Gastronomi ve Mutfak Sanatları;Türkçe;SÖZ
1007;;100711055;Rekreasyon Yönetimi;Türkçe;SÖZ
1007;;100790567;Turizm İşletmeciliği;Türkçe;EA
1007;;100710851;Turizm İşletmeciliği (İngilizce);İngilizce;EA
1007;;100710869;Turizm Rehberliği;Türkçe;DİL
1007;;100790475;Finans ve Bankacılık;Türkçe;EA
1007;;100790471;Finans ve Bankacılık (KKTC Uyruklu);Türkçe;EA
1007;;100711116;Pazarlama;Türkçe;EA
1007;;100790469;Sigortacılık;Türkçe;EA
1007;;100711125;Uluslararası Ticaret ve Lojistik;Türkçe;EA
1007;;100711134;Yönetim Bilişim Sistemleri;Türkçe;EA
1007;;100710481;Bahçe Bitkileri;Türkçe;SAY
1007;;100710499;Bitki Koruma;Türkçe;SAY
1007;;100710506;Tarım Ekonomisi;Türkçe;EA
1007;;100711064;Tarım Ekonomisi (KKTC Uyruklu);Türkçe;EA
1007;;100711019;Tarım Makineleri ve Teknolojileri Mühendisliği;Türkçe;SAY
1007;;100711082;Tarımsal Biyoteknoloji;Türkçe;SAY
1007;;100710524;Tarımsal Yapılar ve Sulama;Türkçe;SAY
1007;;100710551;Tarla Bitkileri;Türkçe;SAY
1007;;100710533;Toprak Bilimi ve Bitki Besleme;Türkçe;SAY
1007;;100710542;Zootekni;Türkçe;SAY
1008;;100890118;Diş Hekimliği;Türkçe;SAY
1008;;100810126;Fen Bilgisi Öğretmenliği;Türkçe;SAY
1008;;100810189;İlköğretim Matematik Öğretmenliği;Türkçe;SAY
1008;;100890090;İngilizce Öğretmenliği (İngilizce);İngilizce;DİL
1008;;100810347;Okul Öncesi Öğretmenliği;Türkçe;SÖZ
1008;;100890064;Özel Eğitim Öğretmenliği;Türkçe;SÖZ
1008;;100810205;Rehberlik ve Psikolojik Danışmanlık;Türkçe;EA
1008;;100810135;Sınıf Öğretmenliği;Türkçe;EA
1008;;100810144;Sosyal Bilgiler Öğretmenliği;Türkçe;SÖZ
1008;;100810462;Türkçe Öğretmenliği;Türkçe;SÖZ
1008;;100810417;Arkeoloji;Türkçe;EA
1008;;100810092;Biyoloji;Türkçe;SAY
1008;;100810356;Felsefe;Türkçe;EA
1008;;100890063;İngiliz Dili ve Edebiyatı (İngilizce);İngilizce;DİL
1008;;100810162;Matematik;Türkçe;SAY
1008;;100890104;Moleküler Biyoloji ve Genetik;Türkçe;SAY
1008;;100810365;Sosyoloji;Türkçe;EA
1008;;100810171;Tarih;Türkçe;SÖZ
1008;;100810286;Türk Dili ve Edebiyatı;Türkçe;SÖZ
1008;;100810268;İktisat;Türkçe;EA
1008;;100810011;İşletme;Türkçe;EA
1008;;100810435;Maliye;Türkçe;EA
1008;;100810471;Siyaset Bilimi ve Kamu Yönetimi;Türkçe;EA
1008;;100810498;Uluslararası İlişkiler;Türkçe;EA
1008;;100810374;Yönetim Bilişim Sistemleri;Türkçe;EA
1008;;100810532;Gazetecilik;Türkçe;SÖZ
1008;;100890059;Halkla İlişkiler ve Reklamcılık;Türkçe;SÖZ
1008;;100810426;İslami İlimler;Türkçe;SÖZ
1008;;100890073;İslami İlimler (M.T.O.K.);Türkçe;SÖZ
1008;;100810523;Mimarlık;Türkçe;SAY
1008;;100810311;Elektrik-Elektronik Mühendisliği;Türkçe;SAY
1008;;100810383;Endüstri Mühendisliği;Türkçe;SAY
1008;;100810047;İnşaat Mühendisliği;Türkçe;SAY
1008;;100810065;Makine Mühendisliği;Türkçe;SAY
1008;;100890083;Yazılım Mühendisliği;Türkçe;SAY
1008;;100890057;Acil Yardım ve Afet Yönetimi;Türkçe;SAY
1008;;100810505;Hemşirelik;Türkçe;SAY
1008;;100810514;Sağlık Yönetimi;Türkçe;EA
1008;;100810541;Tıp;Türkçe;SAY
1008;;100890060;Turizm Rehberliği;Türkçe;DİL
1008;;100810408;Veteriner;Türkçe;SAY
1105;;110590035;Diş Hekimliği;Türkçe;SAY
1105;;110510027;Fen Bilgisi Öğretmenliği;Türkçe;SAY
1105;;110510036;İlköğretim Matematik Öğretmenliği;Türkçe;SAY
1105;;110510142;İngilizce Öğretmenliği;İngilizce;DİL
1105;;110590018;Okul Öncesi Öğretmenliği;Türkçe;SÖZ
1105;;110510133;Rehberlik ve Psikolojik Danışmanlık;Türkçe;EA
1105;;110590031;Sınıf Öğretmenliği;Türkçe;EA
1105;;110590120;Sınıf Öğretmenliği (KKTC UYRUKLU);Türkçe;EA
1105;;110590037;Türkçe Öğretmenliği;Türkçe;SÖZ
1105;;110590038;Havacılık Yönetimi;Türkçe;EA
1105;;110590022;Bilgisayar Mühendisliği (İngilizce);İngilizce;SAY
1105;;110590067;Biyosistem Mühendisliği;Türkçe;SAY
1105;;110590019;Elektrik-Elektronik Mühendisliği (İngilizce);İngilizce;SAY
1105;;110510045;Endüstri Mühendisliği;Türkçe;SAY
1105;;110590032;Genetik ve Biyomühendislik (İngilizce);İngilizce;SAY
1105;;110590127;Genetik ve Biyomühendislik (İngilizce)KKTC Uyruklu;İngilizce;SAY
1105;;110510151;Gıda Mühendisliği (İngilizce);İngilizce;SAY
1105;;110590020;İnşaat Mühendisliği;Türkçe;SAY
1105;;110590033;Makine Mühendisliği (İngilizce);İngilizce;SAY
1105;;110590039;Beslenme ve Diyetetik;Türkçe;SAY
1105;;110590068;Çocuk Gelişimi;Türkçe;EA
1105;;110590040;Fizyoterapi ve Rehabilitasyon;Türkçe;SAY
1105;;110590034;Hemşirelik;Türkçe;SAY
1105;;110510018;Tıp;Türkçe;SAY
1105;;110510169;Gastronomi ve Mutfak Sanatları;Türkçe;SÖZ
1105;;110510081;Turizm İşletmeciliği;Türkçe;EA
2101;;210100304;Bilgisayar Mühendisliği (İngilizce) (%50 İndirimli);İngilizce;SAY
2101;;210100297;Bilgisayar Mühendisliği (İngilizce) (Burslu);İngilizce;SAY
2101;;210100318;İç Mimarlık ve Çevre Tasarımı (%50 İndirimli);Türkçe;EA
2101;;210100311;İç Mimarlık ve Çevre Tasarımı (Burslu);Türkçe;EA
2101;;210100332;Mimarlık (İngilizce) (%50 İndirimli);İngilizce;SAY
2101;;210100325;Mimarlık (İngilizce) (Burslu);İngilizce;SAY
2101;;210100346;Fizyoterapi ve Rehabilitasyon (%50 İndirimli);Türkçe;SAY
2101;;210100339;Fizyoterapi ve Rehabilitasyon (Burslu);Türkçe;SAY
2101;;210100178;Çizgi Film ve Animasyon (%50 İndirimli);Türkçe;SÖZ
2101;;210100171;Çizgi Film ve Animasyon (Burslu);Türkçe;SÖZ
2101;;210100192;Gastronomi ve Mutfak Sanatları (%50 İndirimli);Türkçe;SÖZ
2101;;210100185;Gastronomi ve Mutfak Sanatları (Burslu);Türkçe;SÖZ
2101;;210100206;Gastronomi ve Mutfak Sanatları (İngilizce) (%50 İndirimli);İngilizce;SÖZ
2101;;210100199;Gastronomi ve Mutfak Sanatları (İngilizce) (Burslu);İngilizce;SÖZ
2101;;210100220;İletişim ve Tasarımı (İngilizce) (%50 İndirimli);İngilizce;SÖZ
2101;;210100213;İletişim ve Tasarımı (İngilizce) (Burslu);İngilizce;SÖZ
2029;;202911037;Diş Hekimliği (%25 İndirimli);Türkçe;SAY
2029;;202911001;Diş Hekimliği (Burslu);Türkçe;SAY
2029;;202910693;Eczacılık (İngilizce) (%25 İndirimli);İngilizce;SAY
2029;;202910675;Eczacılık (İngilizce) (Burslu);İngilizce;SAY
