Department Id;University Id;Faculty Id;Department Name;Language;Score Type
200150361;2001;;Aşçılık (Burslu);;TYT
200150352;2001;;Aşçılık (%50 İndirimli);;TYT
200150758;2001;;Biyomedikal Cihaz Teknolojisi (Burslu);;TYT
200150767;2001;;Biyomedikal Cihaz Teknolojisi (%50 İndirimli);;TYT
200150652;2001;;Ağız ve Diş Sağlığı (Burslu);;TYT
200150661;2001;;Ağız ve Diş Sağlığı (%50 İndirimli);;TYT
200190038;2001;;Ağız ve Diş Sağlığı (İÖ) (Burslu);;TYT
200190039;2001;;Ağız ve Diş Sağlığı (İÖ) (%50 İndirimli);;TYT
200150679;2001;;Ameliyathane Hizmetleri (Burslu);;TYT
200150688;2001;;Ameliyathane Hizmetleri (%50 İndirimli);;TYT
200150025;2001;;Anestezi (Burslu);;TYT
200150255;2001;;Anestezi (%50 İndirimli);;TYT
200150404;2001;;Anestezi (İÖ) (Burslu);;TYT
200150397;2001;;Anestezi (İÖ) (%50 İndirimli);;TYT
200150185;2001;;Diyaliz (Burslu);;TYT
200150334;2001;;Diyaliz (%50 İndirimli);;TYT
200150201;2001;;Elektronörofizyoloji (Burslu);;TYT
200150343;2001;;Elektronörofizyoloji (%50 İndirimli);;TYT
200150167;2001;;İlk ve Acil Yardım (Burslu);;TYT
200150264;2001;;İlk ve Acil Yardım (%50 İndirimli);;TYT
200150501;2001;;İlk ve Acil Yardım (İÖ) (Burslu);;TYT
200150494;2001;;İlk ve Acil Yardım (İÖ) (%50 İndirimli);;TYT
200150697;2001;;Odyometri (Burslu);;TYT
200150704;2001;;Odyometri (%50 İndirimli);;TYT
200150713;2001;;Optisyenlik (Burslu);;TYT
200150722;2001;;Optisyenlik (%50 İndirimli);;TYT
200150731;2001;;Ortopedik Protez ve Ortez (Burslu);;TYT
200150749;2001;;Ortopedik Protez ve Ortez (%50 İndirimli);;TYT
200150061;2001;;Patoloji Laboratuvar Teknikleri (Burslu);;TYT
200150307;2001;;Patoloji Laboratuvar Teknikleri (%50 İndirimli);;TYT
200150528;2001;;Patoloji Laboratuvar Teknikleri (İÖ) (Burslu);;TYT
200150519;2001;;Patoloji Laboratuvar Teknikleri (İÖ) (%50 İndirimli);;TYT
200150546;2001;;Podoloji (Burslu);;TYT
200150537;2001;;Podoloji (%50 İndirimli);;TYT
200150564;2001;;Podoloji (İÖ) (Burslu);;TYT
200150555;2001;;Podoloji (İÖ) (%50 İndirimli);;TYT
200150088;2001;;Radyoterapi (Burslu);;TYT
200150282;2001;;Radyoterapi (%50 İndirimli);;TYT
200150149;2001;;Tıbbi Dokümantasyon ve Sekreterlik (Burslu);;TYT
200150316;2001;;Tıbbi Dokümantasyon ve Sekreterlik (%50 İndirimli);;TYT
200150607;2001;;Tıbbi Dokümantasyon ve Sekreterlik (İÖ) (Burslu);;TYT
200150591;2001;;Tıbbi Dokümantasyon ve Sekreterlik (İÖ) (%50 İndirimli);;TYT
200150113;2001;;Tıbbi Görüntüleme Teknikleri (Burslu);;TYT
200150273;2001;;Tıbbi Görüntüleme Teknikleri (%50 İndirimli);;TYT
200150625;2001;;Tıbbi Görüntüleme Teknikleri (İÖ) (Burslu);;TYT
200150616;2001;;Tıbbi Görüntüleme Teknikleri (İÖ) (%50 İndirimli);;TYT
200150131;2001;;Tıbbi Laboratuvar Teknikleri (Burslu);;TYT
200150291;2001;;Tıbbi Laboratuvar Teknikleri (%50 İndirimli);;TYT
200150643;2001;;Tıbbi Laboratuvar Teknikleri (İÖ) (Burslu);;TYT
200150634;2001;;Tıbbi Laboratuvar Teknikleri (İÖ) (%50 İndirimli);;TYT
100250255;1002;;Bankacılık ve Sigortacılık;;TYT
100250307;1002;;Bilgi Yönetimi;;TYT
100250467;1002;;Bilgisayar Programcılığı;;TYT
100250582;1002;;Büro Yönetimi ve Yönetici Asistanlığı;;TYT
100250413;1002;;İşletme Yönetimi;;TYT
100250643;1002;;Mekatronik;;TYT
100250379;1002;;Muhasebe ve Vergi Uygulamaları;;TYT
100290070;1002;;Bankacılık ve Sigortacılık;;TYT
100250476;1002;;Bilgisayar Programcılığı;;TYT
100250591;1002;;Büro Yönetimi ve Yönetici Asistanlığı;;TYT
100290056;1002;;İş Sağlığı ve Güvenliği;;TYT
100250422;1002;;İşletme Yönetimi;;TYT
100250767;1002;;Lojistik;;TYT
100250555;1002;;Yerel Yönetimler;;TYT
100250713;1002;;Bahçe Tarımı;;TYT
100250652;1002;;Bankacılık ve Sigortacılık;;TYT
100250485;1002;;Bilgisayar Programcılığı;;TYT
100250194;1002;;Harita ve Kadastro;;TYT
100250625;1002;;Laborant ve Veteriner Sağlık;;TYT
100250397;1002;;Muhasebe ve Vergi Uygulamaları;;TYT
100250228;1002;;Tarla Bitkileri;;TYT
100250722;1002;;Turizm ve Seyahat Hizmetleri;;TYT
100250246;1002;;Çocuk Gelişimi;;TYT
100270498;1002;;Çocuk Gelişimi (İÖ);;TYT
100250749;1002;;İlk ve Acil Yardım;;TYT
100250731;1002;;Optisyenlik;;TYT
100250616;1002;;Patoloji Laboratuvar Teknikleri;;TYT
100250607;1002;;Tıbbi Laboratuvar Teknikleri;;TYT
100250291;1002;;Aşçılık;;TYT
100270205;1002;;Aşçılık (İÖ);;TYT
100250697;1002;;Dış Ticaret;;TYT
100250404;1002;;İşletme Yönetimi;;TYT
100250034;1002;;Kooperatifçilik;;TYT
100250361;1002;;Muhasebe ve Vergi Uygulamaları;;TYT
100250758;1002;;Özel Güvenlik ve Koruma;;TYT
100250079;1002;;Pazarlama;;TYT
100250104;1002;;Turizm ve Otel İşletmeciliği;;TYT
100250494;1002;;Bilgisayar Programcılığı;;TYT
100250264;1002;;Elektrik;;TYT
100250273;1002;;Gıda Teknolojisi;;TYT
100250431;1002;;İnşaat Teknolojisi;;TYT
100250679;1002;;Kimya Teknolojisi;;TYT
100250519;1002;;Makine;;TYT
100250043;1002;;Mimari Dekoratif Sanatlar;;TYT
100250052;1002;;Mobilya ve Dekorasyon;;TYT
100250352;1002;;Sondaj Teknolojisi;;TYT
100450014;1004;;Aşçılık;;TYT
100471122;1004;;Aşçılık (İÖ);;TYT
100452001;1004;;Aşçılık (KKTC Uyruklu);;TYT
100451569;1004;;Bilgisayar Programcılığı;;TYT
100450226;1004;;Biyomedikal Cihaz Teknolojisi;;TYT
100470151;1004;;Biyomedikal Cihaz Teknolojisi (İÖ);;TYT
100451772;1004;;Büro Yönetimi ve Yönetici Asistanlığı;;TYT
100471176;1004;;Büro Yönetimi ve Yönetici Asistanlığı (İÖ);;TYT
100490179;1004;;Çocuk Gelişimi;;TYT
100470027;1004;;Çocuk Gelişimi (İÖ) (Bk.365);;TYT
100451736;1004;;Doğal Yapı Taşları Teknolojisi;;TYT
100490178;1004;;Doğal Yapı Taşları Teknolojisi (KKTC Uyruklu);;TYT
100450041;1004;;Elektrik;;TYT
100470036;1004;;Elektrik (İÖ);;TYT
100451506;1004;;Elektronik Teknolojisi;;TYT
100450077;1004;;Gıda Teknolojisi;;TYT
100490185;1004;;İç Mekan Tasarımı;;TYT
100451445;1004;;İnşaat Teknolojisi;;TYT
100470893;1004;;İnşaat Teknolojisi (İÖ);;TYT
100451348;1004;;İşletme Yönetimi;;TYT
100490180;1004;;Makine;;TYT
100451224;1004;;Mimari Restorasyon;;TYT
100471185;1004;;Mimari Restorasyon (İÖ);;TYT
100451233;1004;;Muhasebe ve Vergi Uygulamaları;;TYT
100470706;1004;;Muhasebe ve Vergi Uygulamaları (İÖ);;TYT
100450138;1004;;Pazarlama;;TYT
100451887;1004;;Radyo ve Televizyon Programcılığı;;TYT
100452028;1004;;Raylı Sistemler Yol Teknolojisi;;TYT
100450174;1004;;Turizm ve Otel İşletmeciliği;;TYT
100450183;1004;;Yerel Yönetimler;;TYT
100471113;1004;;Yerel Yönetimler (İÖ);;TYT
100451145;1004;;Bankacılık ve Sigortacılık;;TYT
100451499;1004;;İnsan Kaynakları Yönetimi;;TYT
100451948;1004;;Laborant ve Veteriner Sağlık;;TYT
100471246;1004;;Laborant ve Veteriner Sağlık (İÖ);;TYT
100451966;1004;;Laborant ve Veteriner Sağlık (KKTC Uyruklu);;TYT
100450305;1004;;Bankacılık ve Sigortacılık;;TYT
100471237;1004;;Bankacılık ve Sigortacılık (İÖ);;TYT
100450465;1004;;Bilgisayar Programcılığı;;TYT
100451781;1004;;Büro Yönetimi ve Yönetici Asistanlığı;;TYT
100490186;1004;;Çağrı Merkezi Hizmetleri;;TYT
100450332;1004;;Dış Ticaret;;TYT
100451896;1004;;Doğalgaz ve Tesisatı Teknolojisi;;TYT
100450359;1004;;Elektrik;;TYT
100450368;1004;;Gıda Teknolojisi;;TYT
100451454;1004;;İnşaat Teknolojisi;;TYT
